ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
355,イグアス国立公園,Iguaçu National Park,自然遺産,Brazil,BR,Latin America and the Caribbean,-25.44814722,-53.80014444,https://whc.unesco.org/document/110697,Iguaçu National Park (Brazil),https://whc.unesco.org/en/list/355
356,イスタンブール歴史地域,Historic Areas of Istanbul,文化遺産,Türkiye,TR,Europe and North America,41.00847,28.97993,https://whc.unesco.org/document/131678,Historic Areas of Istanbul (Turkey),https://whc.unesco.org/en/list/356
357,ギョレメ国立公園とカッパドキアの岩窟群,Göreme National Park and the Rock Sites of Cappadocia,複合遺産,Türkiye,TR,Europe and North America,38.66667,34.85,https://whc.unesco.org/document/131572,Göreme National Park and the Rock Sites of Cappadocia (Turkey),https://whc.unesco.org/en/list/357
358,ディヴリーイの大モスクと病院,Great Mosque and Hospital of Divriği,文化遺産,Türkiye,TR,Europe and North America,39.371271,38.121826,https://whc.unesco.org/document/129289,Great Mosque and Hospital of Divriği,https://whc.unesco.org/en/list/358
359,スヴェシュタリのトラキア人の墳墓,Thracian Tomb of Sveshtari,文化遺産,Bulgaria,BG,Europe and North America,43.74491667,26.76652778,https://whc.unesco.org/document/110783,Thracian Tomb of Sveshtari,https://whc.unesco.org/en/list/359
361,エヴォラ歴史地区,Historic Centre of Évora,文化遺産,Portugal,PT,Europe and North America,38.57306,-7.90778,https://whc.unesco.org/document/119234,Historic Centre of Évora (Portugal),https://whc.unesco.org/en/list/361
362,ガダーミスの旧市街,Old Town of Ghadamès,文化遺産,Libya,LY,Arab States,30.13333333,9.5,https://whc.unesco.org/document/110811,Old Town of Ghadamès (Libya),https://whc.unesco.org/en/list/362
364,大ジンバブエ国立記念物,Great Zimbabwe National Monument,文化遺産,Zimbabwe,ZW,Africa,-20.27116995,30.93326897,https://whc.unesco.org/document/110873,Great Zimbabwe National Monument (Zimbabwe),https://whc.unesco.org/en/list/364
365,カミ遺跡群国立記念物,Khami Ruins National Monument,文化遺産,Zimbabwe,ZW,Africa,-20.15833333,28.37666667,https://whc.unesco.org/document/124419,Khami Ruins National Monument,https://whc.unesco.org/en/list/365
366,チャン・チャン遺跡地帯,Chan Chan Archaeological Zone,文化遺産,Peru,PE,Latin America and the Caribbean,-8.107836,-79.074737,https://whc.unesco.org/document/209553,Chan Chan Archaeological Zone - Panoramic view of the Velarde Palace.,https://whc.unesco.org/en/list/366
367,トリーアのローマ遺跡群、聖ペテロ大聖堂及び聖母マリア教会,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",文化遺産,Germany,DE,Europe and North America,49.75,6.633333333,https://whc.unesco.org/document/121364,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier (Germany)",https://whc.unesco.org/en/list/367
368,オーストラリアのゴンドワナ雨林,Gondwana Rainforests of Australia,自然遺産,Australia,AU,Asia and the Pacific,-28.25,150.05,https://whc.unesco.org/document/110923,Gondwana rainforests,https://whc.unesco.org/en/list/368
369,ジャイアンツ・コーズウェーとコーズウェー海岸,Giant's Causeway and Causeway Coast,自然遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,55.24083333,-6.511666667,https://whc.unesco.org/document/110929,Giant's Causeway and Causeway Coast,https://whc.unesco.org/en/list/369
370,ダラム城と大聖堂,Durham Castle and Cathedral,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,54.77472222,-1.576111111,https://whc.unesco.org/document/110939,Durham Castle and Cathedral (United Kingdom of Great Britain and Northern Ireland),https://whc.unesco.org/en/list/370
371,アイアンブリッジ峡谷,Ironbridge Gorge,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,52.62638889,-2.472777778,https://whc.unesco.org/document/126743,Ironbridge Gorge,https://whc.unesco.org/en/list/371
372,ファウンティンズ修道院遺跡群を含むスタッドリー王立公園,Studley Royal Park including the Ruins of Fountains Abbey,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,54.11611111,-1.573055556,https://whc.unesco.org/document/169842,"Studley Royal Park including the Ruins of Fountains Abbey.
St Mary's Church in Spring, on grounds of Fountains Abbey and Studley Royal Water Garden, North Yorkshire. Designed by William Burges in 1870, the gothic style church was furnished and decorated by craftsmen who worked to his exacting specifications.",https://whc.unesco.org/en/list/372
373,ストーンヘンジ、エーヴベリーと関連する遺跡群,"Stonehenge, Avebury and Associated Sites",文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.17888889,-1.825277778,https://whc.unesco.org/document/110977,"Stonehenge, Avebury and Associated Sites (United Kingdom of Great Britain and Northern Ireland)",https://whc.unesco.org/en/list/373
374,グウィネズのエドワード1世の城群と市壁群,Castles and Town Walls of King Edward in Gwynedd,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,53.13972222,-4.276944444,https://whc.unesco.org/document/110993,"Caernarfon castle, Castles and Town Walls of King Edward in Gwynedd",https://whc.unesco.org/en/list/374
377,ハットゥシャ :ヒッタイトの首都,Hattusha: the Hittite Capital,文化遺産,Türkiye,TR,Europe and North America,40.01389,34.62056,https://whc.unesco.org/document/110995,Hattusha: the Hittite Capital (Turkey),https://whc.unesco.org/en/list/377
378,アラゴン州のムデハル様式建造物,Mudejar Architecture of Aragon,文化遺産,Spain,ES,Europe and North America,40.34389,-1.10722,https://whc.unesco.org/document/127280,Mudejar Architecture of Aragon,https://whc.unesco.org/en/list/378
379,古都トレド,Historic City of Toledo,文化遺産,Spain,ES,Europe and North America,39.85694444,-4.024444444,https://whc.unesco.org/document/139001,Historic City of Toledo,https://whc.unesco.org/en/list/379
380,ガラホナイ国立公園,Garajonay National Park,自然遺産,Spain,ES,Europe and North America,28.12625,-17.23722222,https://whc.unesco.org/document/111070,Garajonay National Park,https://whc.unesco.org/en/list/380
381,サラマンカ旧市街,Old City of Salamanca,文化遺産,Spain,ES,Europe and North America,40.96525,-5.6645,https://whc.unesco.org/document/111072,Old City of Salamanca (Spain),https://whc.unesco.org/en/list/381
383,セヴィリア(セビージャ)の大聖堂、アルカサルとインディアス古文書館,"Cathedral, Alcázar and Archivo de Indias in Seville",文化遺産,Spain,ES,Europe and North America,37.38384,-5.99155,https://whc.unesco.org/document/223027,"Cathedral, Alcázar and Archivo de Indias in Seville",https://whc.unesco.org/en/list/383
384,カーセレスの旧市街,Old Town of Cáceres,文化遺産,Spain,ES,Europe and North America,39.47444,-6.37,https://whc.unesco.org/document/111096,Old Town of Cáceres,https://whc.unesco.org/en/list/384
385,サナア旧市街,Old City of Sana'a,文化遺産,Yemen,YE,Arab States,15.35555556,44.20805556,https://whc.unesco.org/document/111131,Old City of Sana'a (Yemen),https://whc.unesco.org/en/list/385
387,セント・キルダ,St Kilda,複合遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,57.81722222,-8.576666667,https://whc.unesco.org/document/138175,"St Kilda, United Kingdom",https://whc.unesco.org/en/list/387
389,ストゥデニツァ修道院,Studenica Monastery,文化遺産,Serbia,RS,Europe and North America,43.48652778,20.53166667,https://whc.unesco.org/document/218398,Studenica Monastery,https://whc.unesco.org/en/list/389
390,シュコツィアン洞窟群,Škocjan Caves,自然遺産,Slovenia,SI,Europe and North America,45.66667,14,https://whc.unesco.org/document/123416,Škocjan Caves,https://whc.unesco.org/en/list/390
392,バッサイのアポロ・エピクリオス神殿,Temple of Apollo Epicurius at Bassae,文化遺産,Greece,GR,Europe and North America,37.43498,21.89694,https://whc.unesco.org/document/111174,Temple of Apollo Epicurius at Bassae,https://whc.unesco.org/en/list/392
393,デルフィの古代遺跡,Archaeological Site of Delphi,文化遺産,Greece,GR,Europe and North America,38.48149,22.49617,https://whc.unesco.org/document/111176,Archaeological Site of Delphi,https://whc.unesco.org/en/list/393
394,ヴェネツィアとその潟,Venice and its Lagoon,文化遺産,Italy,IT,Europe and North America,45.43430556,12.33894444,https://whc.unesco.org/document/111220,Dukes Palace,https://whc.unesco.org/en/list/394
395,ピサのドゥオモ広場,"Piazza del Duomo, Pisa",文化遺産,Italy,IT,Europe and North America,43.72305556,10.39638889,https://whc.unesco.org/document/111283,"Piazza del Duomo, Pisa (Italy)",https://whc.unesco.org/en/list/395
398,デル・モンテ城,Castel del Monte,文化遺産,Italy,IT,Europe and North America,41.08480556,16.27094444,https://whc.unesco.org/document/117962,Castel del Monte (Italy),https://whc.unesco.org/en/list/398
400,ドナウ河岸、ブダ城地区及びアンドラーシ通りを含むブダペスト,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",文化遺産,Hungary,HU,Europe and North America,47.48242,19.07067,https://whc.unesco.org/document/223042,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",https://whc.unesco.org/en/list/400
401,ホローケーの古村落とその周辺地区,Old Village of Hollókő and its Surroundings,文化遺産,Hungary,HU,Europe and North America,47.99444,19.52917,https://whc.unesco.org/document/131029,Old Village of Hollókő and its Surroundings,https://whc.unesco.org/en/list/401
402,マヌー国立公園,Manú National Park,自然遺産,Peru,PE,Latin America and the Caribbean,-12.25,-71.75,https://whc.unesco.org/document/124245,On the Manu River,https://whc.unesco.org/en/list/402
403,キリマンジャロ国立公園,Kilimanjaro National Park,自然遺産,United Republic of Tanzania,TZ,Africa,-3.06667,37.36667,https://whc.unesco.org/document/111360,Kilimanjaro National Park (United Republic of Tanzania),https://whc.unesco.org/en/list/403
404,アテネのアクロポリス,"Acropolis, Athens",文化遺産,Greece,GR,Europe and North America,37.97087,23.72618,https://whc.unesco.org/document/111380,"Acropolis, Athens (Greece)",https://whc.unesco.org/en/list/404
405,シンハラジャ森林保護区,Sinharaja Forest Reserve,自然遺産,Sri Lanka,LK,Asia and the Pacific,6.416666667,80.5,https://whc.unesco.org/document/136492,Sinharaja Forest Reserve,https://whc.unesco.org/en/list/405
407,ジャー動物保護区,Dja Faunal Reserve,自然遺産,Cameroon,CM,Africa,3.125,12.983,https://whc.unesco.org/document/109441,Dja Faunal Reserve (Cameroon),https://whc.unesco.org/en/list/407
409,ハワイ火山国立公園,Hawaii Volcanoes National Park,自然遺産,United States of America,US,Europe and North America,19.40083333,-155.1236111,https://whc.unesco.org/document/124828,Hawaii Volcanoes National Park,https://whc.unesco.org/en/list/409
410,シアン・カアン,Sian Ka'an,自然遺産,Mexico,MX,Latin America and the Caribbean,19.38333,-87.79167,https://whc.unesco.org/document/109455,Sian Ka'an,https://whc.unesco.org/en/list/410
411,古代都市パレンケと国立公園,Pre-Hispanic City and National Park of Palenque,文化遺産,Mexico,MX,Latin America and the Caribbean,17.48333,-92.05,https://whc.unesco.org/document/109465,Pre-Hispanic City and National Park of Palenque (Mexico),https://whc.unesco.org/en/list/411
412,メキシコ・シティ歴史地区とソチミルコ,Historic Centre of Mexico City and Xochimilco,文化遺産,Mexico,MX,Latin America and the Caribbean,19.41833,-99.13278,https://whc.unesco.org/document/109489,Palacio de Bellas Artes,https://whc.unesco.org/en/list/412
414,古代都市テオティワカン,Pre-Hispanic City of Teotihuacan,文化遺産,Mexico,MX,Latin America and the Caribbean,19.69167,-98.84167,https://whc.unesco.org/document/109499,Pyramid of the Sun,https://whc.unesco.org/en/list/414
415,オアハカ歴史地区とモンテ・アルバンの古代遺跡,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,文化遺産,Mexico,MX,Latin America and the Caribbean,17.061579,-96.725885,https://whc.unesco.org/document/109523,Historic Centre of Oaxaca and Archaeological Site of Monte Albán (Mexico),https://whc.unesco.org/en/list/415
416,プエブラ歴史地区,Historic Centre of Puebla,文化遺産,Mexico,MX,Latin America and the Caribbean,19.045967,-98.197769,https://whc.unesco.org/document/109532,Historic Centre of Puebla (Mexico),https://whc.unesco.org/en/list/416
417,イビサ、生物多様性と文化,"Ibiza, Biodiversity and Culture",複合遺産,Spain,ES,Europe and North America,38.91113889,1.435194444,https://whc.unesco.org/document/109541,"Ibiza, Biodiversity and Culture",https://whc.unesco.org/en/list/417
419,グロス・モーン国立公園,Gros Morne National Park,自然遺産,Canada,CA,Europe and North America,49.6125,-57.53138889,https://whc.unesco.org/document/133818,Gros Morne National Park,https://whc.unesco.org/en/list/419
420,ポトシ市街,City of Potosí,文化遺産,Bolivia (Plurinational State of),BO,Latin America and the Caribbean,-19.599112,-65.749813,https://whc.unesco.org/document/109550,City of Potosí (Bolivia (Plurinational State of)),https://whc.unesco.org/en/list/420
421,トンガリロ国立公園,Tongariro National Park,複合遺産,New Zealand,NZ,Asia and the Pacific,-39.29083333,175.5622222,https://whc.unesco.org/document/109551,Tongariro National Park (New Zealand),https://whc.unesco.org/en/list/421
422,,The English Lake District,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,54.47661111,-3.082416667,https://whc.unesco.org/document/158949,Wastwater from north east,https://whc.unesco.org/en/list/422
425,ブレナム宮殿,Blenheim Palace,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.84194444,-1.361388889,https://whc.unesco.org/document/109589,Blenheim Palace,https://whc.unesco.org/en/list/425
426,ウェストミンスター宮殿、ウェストミンスター大寺院及び聖マーガレット教会,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.499,-0.127,https://whc.unesco.org/document/109598,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church (United Kingdom of Great Britain and Northern Ireland),https://whc.unesco.org/en/list/426
428,バース市街,City of Bath,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.38130556,-2.359055556,https://whc.unesco.org/document/109627,Roman Baths,https://whc.unesco.org/en/list/428
429,ニュー・ラナーク,New Lanark,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,55.66333333,-3.783055556,https://whc.unesco.org/document/195324,"New Lanark, Mill One and Water Houses",https://whc.unesco.org/en/list/429
430,ローマ帝国の国境線,Frontiers of the Roman Empire,文化遺産,"United Kingdom of Great Britain and Northern Ireland,Germany","GB, DE",Europe and North America,54.99261111,-2.601,,,https://whc.unesco.org/en/list/430
433,バハラ城塞,Bahla Fort,文化遺産,Oman,OM,Arab States,22.96417,57.30111,https://whc.unesco.org/document/109729,Bahla Fort (Oman),https://whc.unesco.org/en/list/433
434,バット、アル-フトゥム、アル-アインの古代遺跡群,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",文化遺産,Oman,OM,Arab States,23.26986,56.745,https://whc.unesco.org/document/109731,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn (Oman)",https://whc.unesco.org/en/list/434
437,泰山(タイシャン),Mount Taishan,複合遺産,China,CN,Asia and the Pacific,36.26667,117.1,https://whc.unesco.org/document/109743,Sacred Mount Tai,https://whc.unesco.org/en/list/437
438,万里(ワンリー)の長城(チャンチョン),The Great Wall,文化遺産,China,CN,Asia and the Pacific,40.41667,116.08333,https://whc.unesco.org/document/209050,The Great Wall,https://whc.unesco.org/en/list/438
439,北京(ベイジン)と瀋陽(シェンヤン)の明(ミン)・清(チン)朝の皇宮群,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,文化遺産,China,CN,Asia and the Pacific,41.79416667,123.4469444,https://whc.unesco.org/document/109759,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang (China),https://whc.unesco.org/en/list/439
440,莫高窟(モーガオクー),Mogao Caves,文化遺産,China,CN,Asia and the Pacific,40.13333,94.81667,https://whc.unesco.org/document/121021,Mogao Caves,https://whc.unesco.org/en/list/440
441,秦の始皇陵(チンシーホワンリン),Mausoleum of the First Qin Emperor,文化遺産,China,CN,Asia and the Pacific,34.381311,109.259951,https://whc.unesco.org/document/131305,Mausoleum of the First Qin Emperor,https://whc.unesco.org/en/list/441
442,シャーロットヴィルのモンティセロとヴァージニア大学,Monticello and the University of Virginia in Charlottesville,文化遺産,United States of America,US,Europe and North America,38.03277778,-78.50388889,https://whc.unesco.org/document/109838,Monticello and the University of Virginia in Charlottesville (United States of America),https://whc.unesco.org/en/list/442
444,アイット-ベン-ハドゥの集落,Ksar of Ait-Ben-Haddou,文化遺産,Morocco,MA,Arab States,31.04722,-7.12889,https://whc.unesco.org/document/109845,Ksar of Ait-Ben-Haddou (Morocco),https://whc.unesco.org/en/list/444
445,ブラジリア,Brasilia,文化遺産,Brazil,BR,Latin America and the Caribbean,-15.78333,-47.9,https://whc.unesco.org/document/132760,Brasilia (Brazil),https://whc.unesco.org/en/list/445
447,ウルル(エアーズロック)-カタ・ジュタ国立公園,Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park,複合遺産,Australia,AU,Asia and the Pacific,-25.33333333,131,https://whc.unesco.org/document/109936,Uluru-Kata Tjuta National Park (Australia),https://whc.unesco.org/en/list/447
448,ネムルット・ダー,Nemrut Dağ,文化遺産,Türkiye,TR,Europe and North America,38.03661,38.76369,https://whc.unesco.org/document/131713,Nemrut Dağ,https://whc.unesco.org/en/list/448
449,周口店(チョウコウティエン)の北京原人遺跡,Peking Man Site at Zhoukoudian,文化遺産,China,CN,Asia and the Pacific,39.689449,115.922702,https://whc.unesco.org/document/209047,Peking Man Site at Zhoukoudian,https://whc.unesco.org/en/list/449
450,聖地キャンディ,Sacred City of Kandy,文化遺産,Sri Lanka,LK,Asia and the Pacific,7.293611111,80.64027778,https://whc.unesco.org/document/130141,Sacred City of Kandy (Sri Lanka),https://whc.unesco.org/en/list/450
451,ゴール旧市街とその要塞群,Old Town of Galle and its Fortifications,文化遺産,Sri Lanka,LK,Asia and the Pacific,6.028051,80.216346,https://whc.unesco.org/document/120536,Old town of Galle,https://whc.unesco.org/en/list/451
452,スンダルバンス国立公園,Sundarbans National Park,自然遺産,India,IN,Asia and the Pacific,21.945,88.89583333,,,https://whc.unesco.org/en/list/452
454,アトス山,Mount Athos,複合遺産,Greece,GR,Europe and North America,40.26667,24.21667,https://whc.unesco.org/document/110013,Mount Athos (Greece),https://whc.unesco.org/en/list/454
455,メテオラ,Meteora,複合遺産,Greece,GR,Europe and North America,39.71667,21.63333,https://whc.unesco.org/document/110057,Meteora (Greece),https://whc.unesco.org/en/list/455
456,テッサロニーキの初期キリスト教とビザンチン様式の建造物群,Paleochristian and Byzantine Monuments of Thessalonika,文化遺産,Greece,GR,Europe and North America,40.63833,22.965,https://whc.unesco.org/document/110077,Paleochristian and Byzantine Monuments of Thessalonika,https://whc.unesco.org/en/list/456
460,トリニダードとロス・インヘニオス渓谷,Trinidad and the Valley de los Ingenios,文化遺産,Cuba,CU,Latin America and the Caribbean,21.80305556,-79.98444444,https://whc.unesco.org/document/120294,Trinidad and the Valley de los Ingenios (Cuba),https://whc.unesco.org/en/list/460
474,ホルトバージ国立公園-プッツァ,Hortobágy National Park - the <i>Puszta</i>,文化遺産,Hungary,HU,Europe and North America,47.59458,21.15678,https://whc.unesco.org/document/209256,Hortobágy National Park - the Puszta - Csikós with his horse.,https://whc.unesco.org/en/list/474
475,マノヴォ-グンダ・サン・フローリス国立公園,Manovo-Gounda St Floris National Park,自然遺産,Central African Republic,CF,Africa,9,21.5,https://whc.unesco.org/document/110104,Gounda's river. Manovo-Gounda St Floris National Park (Central African Republic),https://whc.unesco.org/en/list/475
476,チョンゴニ・ロック‐アート地域,Chongoni Rock-Art Area,文化遺産,Malawi,MW,Africa,-14.21852077,34.20707383,https://whc.unesco.org/document/110126,Chongoni Rock-Art Area (Malawi),https://whc.unesco.org/en/list/476
479,ルアン・パバンの町,Town of Luang Prabang,文化遺産,Lao People's Democratic Republic,LA,Asia and the Pacific,19.88889,102.13333,https://whc.unesco.org/document/110136,Town of Luang Prabang (Lao People's Democratic Republic),https://whc.unesco.org/en/list/479
481,チャンパサック県の文化的景観にあるワット・プーと関連古代遺産群,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,文化遺産,Lao People's Democratic Republic,LA,Asia and the Pacific,14.84833333,105.8222222,https://whc.unesco.org/document/110153,Champasak Cultural Landscape (Lao People's Democratic Republic),https://whc.unesco.org/en/list/481
482,古都グアナフアトとその銀鉱群,Historic Town of Guanajuato and Adjacent Mines,文化遺産,Mexico,MX,Latin America and the Caribbean,21.01694,-101.25556,https://whc.unesco.org/document/110163,"View over the historic town of Guanajuato, Province of Guanajuato, Mexico, UNESCO World Heritage Site 
Vue sur la ville Historique de Guanajuato, Etat de Guanajuato, Mexique, Site du Patrimoine Mondial de l’UNESCO 
Aussicht auf die historische Stadt Guanajuato, Provinz Guanajuato, Mexiko, Welterbe der UNESCO",https://whc.unesco.org/en/list/482
483,古代都市チチェン-イッツァ,Pre-Hispanic City of Chichen-Itza,文化遺産,Mexico,MX,Latin America and the Caribbean,20.682739,-88.568654,https://whc.unesco.org/document/110178,"Stepped pyramid of Kukulkan, El Castillo -  The Castle",https://whc.unesco.org/en/list/483
484,クサントス-レトーン,Xanthos-Letoon,文化遺産,Türkiye,TR,Europe and North America,36.335,29.32028,https://whc.unesco.org/document/131760,Xanthos-Letoon,https://whc.unesco.org/en/list/484
485,ヒエラポリス-パムッカレ,Hierapolis-Pamukkale,複合遺産,Türkiye,TR,Europe and North America,37.92389,29.12333,https://whc.unesco.org/document/131626,Hierapolis-Pamukkale,https://whc.unesco.org/en/list/485
486,クインズランドの湿潤熱帯地域,Wet Tropics of Queensland,自然遺産,Australia,AU,Asia and the Pacific,-15.65,144.9666667,https://whc.unesco.org/document/110216,Wet Tropics of Queensland (Australia),https://whc.unesco.org/en/list/486
487,ヘンダーソン島,Henderson Island,自然遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,-24.36666667,-128.3333333,https://whc.unesco.org/document/110240,Henderson Island (United Kingdom of Great Britain and Northern Ireland),https://whc.unesco.org/en/list/487
488,ロンドン塔,Tower of London,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.50805556,-0.076111111,https://whc.unesco.org/document/126819,Tower of London (United Kingdom of Great Britain and Northern Ireland),https://whc.unesco.org/en/list/488
491,アスクレピオスの聖地エピダウロス,Sanctuary of Asklepios at Epidaurus,文化遺産,Greece,GR,Europe and North America,37.6,23.08055556,https://whc.unesco.org/document/131657,Sanctuary of Asklepios at Epidaurus (Greece),https://whc.unesco.org/en/list/491
492,プエブロ・デ・タオス,Taos Pueblo,文化遺産,United States of America,US,Europe and North America,36.438,-105.546,https://whc.unesco.org/document/110335,Pueblo de Taos,https://whc.unesco.org/en/list/492
493,ロードス島の中世都市,Medieval City of Rhodes,文化遺産,Greece,GR,Europe and North America,36.44722,28.22778,https://whc.unesco.org/document/124854,Medieval City of Rhodes,https://whc.unesco.org/en/list/493
494,チンギ・デ・ベマラ厳正自然保護区,Andrefana Dry Forests,自然遺産,Madagascar,MG,Africa,-18.66157778,44.76738611,https://whc.unesco.org/document/110353,Tsingy de Bemaraha Strict Nature Reserve (Madagascar),https://whc.unesco.org/en/list/494
495,ストラスブールのグラン・ディル,"Strasbourg, Grande-Île and <em>Neustadt</em>",文化遺産,France,FR,Europe and North America,48.58444444,7.748888889,https://whc.unesco.org/document/110371,Strasbourg – Grande île (France),https://whc.unesco.org/en/list/495
496,カンタベリー大聖堂、聖オーガスティン大修道院及び聖マーティン教会,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,51.28,1.083333333,https://whc.unesco.org/document/110418,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",https://whc.unesco.org/en/list/496
498,スース旧市街,Medina of Sousse,文化遺産,Tunisia,TN,Arab States,35.82778,10.63861,https://whc.unesco.org/document/110434,Medina of Sousse (Tunisia),https://whc.unesco.org/en/list/498
499,カイルアン,Kairouan,文化遺産,Tunisia,TN,Arab States,35.68167,10.10389,https://whc.unesco.org/document/110450,Kairouan (Tunisia),https://whc.unesco.org/en/list/499
500,リマ歴史地区,Historic Centre of Lima,文化遺産,Peru,PE,Latin America and the Caribbean,-12.046542,-77.0304,https://whc.unesco.org/document/120268,Historic Centre of Lima (Peru),https://whc.unesco.org/en/list/500
502,古都ビガン,Historic City of Vigan,文化遺産,Philippines,PH,Asia and the Pacific,17.575,120.3875,https://whc.unesco.org/document/124630,Historic Town of Vigan,https://whc.unesco.org/en/list/502
505,アルコバッサの修道院,Monastery of Alcobaça,文化遺産,Portugal,PT,Europe and North America,39.55,-8.97667,https://whc.unesco.org/document/110478,Monastery of Alcobaça (Portugal),https://whc.unesco.org/en/list/505
506,バンダルギン(アルガン)国立公園,Banc d'Arguin National Park,自然遺産,Mauritania,MR,Arab States,20.23472,-16.10889,https://whc.unesco.org/document/110502,Banc d'Arguin National Park (Mauritania),https://whc.unesco.org/en/list/506
509,モシ・オ・トゥニャ/ヴィクトリアの滝,Mosi-oa-Tunya / Victoria Falls,自然遺産,"Zambia,Zimbabwe","ZM, ZW",Africa,-17.92453,25.85539,https://whc.unesco.org/document/110535,"Mosi-oa-Tunya / Victoria Falls (Zambia, Zimbabwe)",https://whc.unesco.org/en/list/509
511,ミストラの古代遺跡,Archaeological Site of Mystras,文化遺産,Greece,GR,Europe and North America,37.08056,22.36667,https://whc.unesco.org/document/110561,Archaeological Site of Mystras (Greece),https://whc.unesco.org/en/list/511
514,オークニー諸島の新石器時代遺跡中心地,Heart of Neolithic Orkney,文化遺産,United Kingdom of Great Britain and Northern Ireland,GB,Europe and North America,58.99605556,-3.188666667,https://whc.unesco.org/document/110575,the Stones of Stenness,https://whc.unesco.org/en/list/514
515,ロルシュの王立修道院とアルテンミュンスター,Abbey and Altenmünster of Lorsch,文化遺産,Germany,DE,Europe and North America,49.65369,8.56858,https://whc.unesco.org/document/110583,Abbey and Altenmünster of Lorsch. Abbey and Altenmünster of Lorsch (Germany),https://whc.unesco.org/en/list/515
516,バンディアガラの断崖(ドゴン人の地),Cliff of Bandiagara (Land of the Dogons),複合遺産,Mali,ML,Africa,14.33333,-3.41667,https://whc.unesco.org/document/110589,Cliff of Bandiagara (Land of the Dogons) (Mali),https://whc.unesco.org/en/list/516
517,オリンピアの古代遺跡,Archaeological Site of Olympia,文化遺産,Greece,GR,Europe and North America,37.64,21.634,https://whc.unesco.org/document/110605,Archaeological Site of Olympia (Greece),https://whc.unesco.org/en/list/517
518,ポブレー修道院,Poblet Monastery,文化遺産,Spain,ES,Europe and North America,41.38083,1.0825,https://whc.unesco.org/document/110633,Poblet Monastery,https://whc.unesco.org/en/list/518
522,ウベダとバエーサのルネサンス様式の記念碑的建造物群,Renaissance Monumental Ensembles of Úbeda and Baeza,文化遺産,Spain,ES,Europe and North America,38.01131,-3.37122,https://whc.unesco.org/document/110642,Renaissance Monumental Ensembles of Úbeda and Baeza,https://whc.unesco.org/en/list/522
524,サーンチーの仏教建造物群,Buddhist Monuments at Sanchi,文化遺産,India,IN,Asia and the Pacific,23.47944,77.73972,https://whc.unesco.org/document/110643,Buddhist Monuments at Sanchi,https://whc.unesco.org/en/list/524
526,サント・ドミンゴ植民都市,Colonial City of Santo Domingo,文化遺産,Dominican Republic,DO,Latin America and the Caribbean,18.472394,-69.885841,https://whc.unesco.org/document/110646,Catedral de Santa Mariá de la Encarnación Primada de America,https://whc.unesco.org/en/list/526
527,キエフ:聖ソフィア大聖堂と関連する修道院建築物群、キエフ-ペチェールスカヤ大修道院,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",文化遺産,Ukraine,UA,Europe and North America,50.45258,30.51686,https://whc.unesco.org/document/218437,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",https://whc.unesco.org/en/list/527
